EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"2/9/2022 11:23:29 AM"
ModelName,"NWACS AM 7ages updateF"
EcosimScenario,"sim3.5_ts1_fit28v_i7_PreySwitch1 vulcap"
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Timestep,"catch (predicted)SDF landings","catch (observed) SDF landings","catch (predicted)SB 2-5 C","catch (observed) SB 2-5 C","catch (predicted)SB adult C","catch (observed) SB adult C","catch (predicted)AM adult C 1","catch (observed) AM adult C 1","catch (predicted)AM adult C 2","catch (observed) AM adult C 2","catch (predicted)AM adult C 3","catch (observed) AM adult C 3","catch (predicted)AM adult C 4","catch (observed) AM adult C 4","catch (predicted)AM adult C 5","catch (observed) AM adult C 5","catch (predicted)AM adult C 6","catch (observed) AM adult C 6","catch (predicted)BF adult C","catch (observed) BF adult C","catch (predicted)WF juv C","catch (observed) WF juv C","catch (predicted)WF adult C","catch (observed) WF adult C","catch (predicted)AH adult landings","catch (observed) AH adult landings","catch (predicted)AM juv C","catch (observed) AM juv C","catch (predicted)BF juv C","catch (observed) BF juv C","catch (predicted)AH juv landings","catch (observed) AH juv landings",
102,0.02212355,0.0222,0.001409777,0.00207,0.002246151,0.00675,0.008463706,0.03622047,0.1398128,0.2096818,0.05196968,0.08228867,0.006634913,0.01370678,0.002585948,0.00550231,0.0005139534,0.000828459,0.02900709,0.0325,1.045764E-05,1.12E-05,0.002260156,0.000874,0.04579417,0.108,5.245232E-17,7.247085E-16,0.001018565,0.0009755281,3.000437E-05,3.148909E-05,
103,0.0221238,,0.001407526,,0.002252043,,0.007719763,,0.1351699,,0.0537902,,0.006733494,,0.002616571,,0.0005144092,,0.02917249,,1.044737E-05,,0.002274546,,0.04585897,,8.853404E-18,,0.001033049,,3.001773E-05,,
104,0.02212404,,0.001405185,,0.002257613,,0.007134155,,0.1294096,,0.05560869,,0.006949722,,0.002612651,,0.0005179042,,0.02934439,,1.044349E-05,,0.002287175,,0.04591796,,9.716704E-19,,0.001044794,,3.003157E-05,,
105,0.02212425,,0.001402763,,0.00226284,,0.006699309,,0.1226352,,0.05752661,,0.007280677,,0.002577004,,0.0005246772,,0.0295222,,1.044816E-05,,0.002298135,,0.04597125,,5.0015E-20,,0.00105328,,3.004634E-05,,
106,0.02212445,,0.001400268,,0.00226771,,0.006405322,,0.1149222,,0.05964714,,0.007722282,,0.002512471,,0.000535043,,0.02970539,,1.046331E-05,,0.002307505,,0.04601895,,1.940259E-23,,0.001057912,,3.006245E-05,,
107,0.02212463,,0.001397713,,0.00227222,,0.00624037,,0.1063165,,0.06207129,,0.008268517,,0.002421187,,0.0005495199,,0.02989348,,1.049047E-05,,0.002315357,,0.04606121,,1.940259E-23,,0.001058029,,3.008024E-05,,
108,0.02212479,,0.00139511,,0.002276374,,0.006191095,,0.096838,,0.06489235,,0.008912307,,0.002303722,,0.0005690579,,0.03008605,,1.053076E-05,,0.002321752,,0.04609818,,1.940259E-23,,0.001052934,,3.009991E-05,,
109,0.02073916,,0.001857911,,0.003185791,,0.006121854,,0.07990935,,0.05923065,,0.007895338,,0.00134908,,0.0002263857,,0.03009346,,1.720728E-05,,0.001959347,,0.0420081,,1.895403E-23,,0.001090694,,2.775616E-05,,
110,0.0207394,,0.00185346,,0.00318359,,0.00614939,,0.07184609,,0.06106939,,0.008486525,,0.001274846,,0.0002359289,,0.03028655,,1.721119E-05,,0.001966667,,0.0420828,,1.895403E-23,,0.001083463,,2.776008E-05,,
111,0.02073963,,0.001849129,,0.003180744,,0.006167429,,0.06499249,,0.06186248,,0.009038308,,0.001216256,,0.0002445381,,0.03047674,,1.720029E-05,,0.001973088,,0.0421491,,1.895403E-23,,0.001076333,,2.776065E-05,,
112,0.02073984,,0.0018449,,0.003177326,,0.006182811,,0.05922075,,0.0617357,,0.009540875,,0.001175563,,0.0002519227,,0.03066394,,1.717942E-05,,0.001978669,,0.04220797,,1.895403E-23,,0.001069365,,2.775959E-05,,
113,0.02074003,,0.001840778,,0.003173402,,0.006197678,,0.05444082,,0.06080923,,0.009996058,,0.001154363,,0.0002578571,,0.0308479,,1.715217E-05,,0.001983465,,0.04226029,,1.895403E-23,,0.001062616,,2.775811E-05,,
114,0.02074021,0.0208,0.001836773,0.00303,0.00316904,0.00989,0.006215038,0.0385211,0.0505578,0.133593,0.05919581,0.09540255,0.0104149,0.02242725,0.001153482,0.002571834,0.0002622288,0.000519013,0.03102828,0.0334,1.712145E-05,8.5E-06,0.001987529,0.00122,0.0423068,0.0858,1.895403E-23,4.46657E-16,0.001056141,0.0008594739,2.775715E-05,3.519369E-05,
115,0.02074037,,0.001832887,,0.003164313,,0.006236714,,0.04749042,,0.05698938,,0.01081453,,0.001173094,,0.000265039,,0.03120465,,1.708985E-05,,0.001990912,,0.04234811,,1.895403E-23,,0.001049995,,2.775748E-05,,
116,0.02074052,,0.001829118,,0.003159299,,0.006262268,,0.04516403,,0.05428348,,0.01121181,,0.001212826,,0.0002663839,,0.03137658,,1.705975E-05,,0.001993658,,0.04238479,,1.895403E-23,,0.00104424,,2.775978E-05,,
117,0.02074066,,0.001825456,,0.003154085,,0.006290906,,0.04350258,,0.05116016,,0.01162569,,0.00127215,,0.0002663987,,0.03154365,,1.703334E-05,,0.001995812,,0.04241738,,1.895403E-23,,0.001038947,,2.776463E-05,,
118,0.02074079,,0.001821889,,0.003148758,,0.006323868,,0.04241966,,0.04768662,,0.01207609,,0.001350356,,0.000265242,,0.03170549,,1.70125E-05,,0.001997418,,0.04244634,,1.895403E-23,,0.001034206,,2.777247E-05,,
119,0.02074091,,0.001818401,,0.003143412,,0.006363231,,0.04183019,,0.0439137,,0.01258315,,0.001446409,,0.0002630766,,0.03186178,,1.69987E-05,,0.00199852,,0.04247212,,1.895403E-23,,0.001030127,,2.778357E-05,,
120,0.02074102,,0.001814973,,0.003138138,,0.006410294,,0.04166347,,0.03987734,,0.01316615,,0.001559102,,0.0002600568,,0.03201226,,1.699278E-05,,0.001999166,,0.04249509,,1.895403E-23,,0.001026849,,2.779799E-05,,
121,0.02351071,,0.002060187,,0.004000394,,0.007512,,0.05405743,,0.05378724,,0.02362353,,0.003120496,,0.0002960547,,0.02445107,,1.52945E-05,,0.001804848,,0.06656089,,2.173212E-23,,0.0005963542,,0.0002381948,,
122,0.02351007,,0.002054837,,0.003987761,,0.007587664,,0.05406877,,0.04805541,,0.02421155,,0.003329165,,0.0002923427,,0.02478509,,1.528506E-05,,0.001806332,,0.06614026,,2.173212E-23,,0.0006043134,,0.0002379787,,
123,0.02350951,,0.002049319,,0.003975884,,0.007686271,,0.05407239,,0.0433174,,0.02442677,,0.003518638,,0.0002896995,,0.02511283,,1.527222E-05,,0.001807356,,0.06576274,,2.173212E-23,,0.0006119061,,0.0002377958,,
124,0.02350899,,0.002043655,,0.003964657,,0.007811207,,0.05409324,,0.03942656,,0.02431045,,0.003685868,,0.0002882753,,0.0254343,,1.525666E-05,,0.00180795,,0.06542241,,2.173212E-23,,0.0006191907,,0.0002376226,,
125,0.02350851,,0.002037851,,0.003954005,,0.00796529,,0.05412737,,0.03627742,,0.02390191,,0.003832339,,0.0002881489,,0.02574953,,1.523878E-05,,0.001808147,,0.06511424,,2.173212E-23,,0.0006261995,,0.0002374396,,
126,0.02350806,0.0236,0.002031914,0.00423,0.003943863,0.0187,0.008148268,0.05536883,0.05418329,0.1581742,0.03376749,0.1072056,0.02323813,0.0472564,0.003962952,0.01018794,0.00028936,0.000597515,0.02605862,0.0252,1.521889E-05,1.01E-05,0.001807979,0.00109,0.06483393,0.121,2.173212E-23,2.839674E-16,0.0006329506,0.0006778239,0.0002372304,0.0009601084,
127,0.02350764,,0.002025844,,0.003934174,,0.008356572,,0.05427309,,0.03181082,,0.02234986,,0.004084717,,0.000291928,,0.02636163,,1.519731E-05,,0.001807473,,0.06457821,,2.173212E-23,,0.0006394645,,0.0002369818,,
128,0.02350724,,0.002019644,,0.003924889,,0.008584099,,0.05440788,,0.03033582,,0.02126869,,0.004204289,,0.00029586,,0.02665872,,1.517448E-05,,0.001806656,,0.06434389,,2.173212E-23,,0.0006457341,,0.0002366835,,
129,0.02350685,,0.002013315,,0.003915968,,0.008822527,,0.05460513,,0.02927668,,0.02002227,,0.004328888,,0.0003011697,,0.0269501,,1.515092E-05,,0.001805552,,0.06412839,,2.173212E-23,,0.0006517196,,0.0002363276,,
130,0.02350648,,0.002006854,,0.003907381,,0.009061758,,0.05489779,,0.028564,,0.01863296,,0.00446587,,0.0003078717,,0.027236,,1.512727E-05,,0.00180418,,0.06392953,,2.173212E-23,,0.000657345,,0.0002359081,,
131,0.02350612,,0.002000259,,0.003899105,,0.009289004,,0.0553365,,0.02813377,,0.0171172,,0.004622495,,0.0003159593,,0.02751673,,1.510422E-05,,0.001802559,,0.0637455,,2.173212E-23,,0.0006624967,,0.0002354208,,
132,0.02350576,,0.001993529,,0.003891127,,0.009492171,,0.0559612,,0.02793755,,0.01548596,,0.004805522,,0.0003254147,,0.02779263,,1.508246E-05,,0.001800706,,0.06357483,,2.173212E-23,,0.0006670248,,0.0002348625,,
133,0.02764774,,0.001964171,,0.002966865,,0.008247665,,0.04635916,,0.02132711,,0.01002368,,0.003565095,,0.0002880746,,0.0302154,,4.252571E-05,,0.002957304,,0.05636193,,1.864101E-23,,0.001178299,,6.831047E-05,,
134,0.02764739,,0.00195706,,0.002967436,,0.008355016,,0.04735802,,0.02144187,,0.00899803,,0.00366848,,0.0002972022,,0.0304249,,4.241701E-05,,0.002938754,,0.05634423,,1.864101E-23,,0.001167199,,6.832723E-05,,
135,0.02764703,,0.001949695,,0.002968149,,0.008423786,,0.0485166,,0.02155119,,0.008134923,,0.003715517,,0.0003060722,,0.03062606,,4.232371E-05,,0.002921463,,0.05632278,,1.864101E-23,,0.001157705,,6.835655E-05,,
136,0.02764666,,0.00194208,,0.002968975,,0.008456436,,0.04979834,,0.02166248,,0.007416202,,0.003711931,,0.0003145578,,0.03081916,,4.224103E-05,,0.002905309,,0.05629883,,1.864101E-23,,0.001149652,,6.839233E-05,,
137,0.02764629,,0.001934226,,0.00296988,,0.008456699,,0.05116507,,0.02177273,,0.006828361,,0.003663283,,0.0003227159,,0.03100441,,4.216509E-05,,0.002890186,,0.05627342,,1.864101E-23,,0.001142924,,6.843077E-05,,
138,0.02764592,0.0278,0.001926141,0.00597,0.002970832,0.0252,0.008430406,0.02333309,0.05256462,0.1976971,0.02188445,0.07009039,0.006356924,0.0267088,0.003574887,0.008186844,0.0003307478,0.00088803,0.03118195,0.0276,4.209262E-05,2.1E-05,0.002876009,0.00211,0.05624737,0.133,1.864101E-23,1.656477E-16,0.001137477,0.0009671184,6.846936E-05,0.0001281174,
139,0.02764554,,0.001917832,,0.002971803,,0.008381366,,0.05395653,,0.02200306,,0.005989303,,0.003451178,,0.0003389525,,0.03135188,,4.202069E-05,,0.002862707,,0.0562208,,1.864101E-23,,0.00113336,,6.85064E-05,,
140,0.02764517,,0.001909308,,0.002972771,,0.008313379,,0.05529986,,0.02213543,,0.005714432,,0.003296796,,0.000347618,,0.03151423,,4.194661E-05,,0.002850221,,0.05619434,,1.864101E-23,,0.001130717,,6.85405E-05,,
141,0.02764479,,0.001900576,,0.002973721,,0.008229379,,0.05655888,,0.02229196,,0.005521608,,0.003115846,,0.0003570732,,0.03166903,,4.186789E-05,,0.002838503,,0.05616851,,1.864101E-23,,0.00112979,,6.857081E-05,,
142,0.02764441,,0.00189164,,0.002974643,,0.008131739,,0.05770119,,0.02248926,,0.005399065,,0.002911667,,0.0003676667,,0.03181626,,4.178221E-05,,0.002827518,,0.05614373,,1.864101E-23,,0.00113091,,6.85971E-05,,
143,0.02764402,,0.001882507,,0.00297553,,0.008022549,,0.05869221,,0.02275243,,0.005335599,,0.002686708,,0.00037975,,0.03195591,,4.168738E-05,,0.002817234,,0.05612032,,1.864101E-23,,0.001134485,,6.861988E-05,,
144,0.02764363,,0.001873184,,0.002976381,,0.007903823,,0.0595028,,0.02310176,,0.005322382,,0.002442565,,0.0003936618,,0.03208794,,4.15814E-05,,0.002807631,,0.05609847,,1.864101E-23,,0.001140979,,6.864058E-05,,
145,0.01905465,,0.00248445,,0.003912524,,0.01069304,,0.07594909,,0.02522077,,0.005010508,,0.001882782,,0.0005672902,,0.03854558,,8.944247E-05,,0.003809632,,0.05775086,,2.574938E-23,,0.001132191,,0.000245596,,
146,0.01905462,,0.002468653,,0.003905591,,0.01052205,,0.07609775,,0.02575118,,0.005037142,,0.0016937,,0.0005839822,,0.03845632,,8.91506E-05,,0.003779681,,0.05770345,,2.574938E-23,,0.001138528,,0.0002453537,,
147,0.01905459,,0.00245271,,0.003898934,,0.01035553,,0.07598512,,0.02636298,,0.005061058,,0.001535264,,0.000595319,,0.03836986,,8.894273E-05,,0.003752173,,0.05766097,,2.574938E-23,,0.001144729,,0.0002451623,,
148,0.01905457,,0.002436637,,0.00389254,,0.01019534,,0.07564115,,0.02702878,,0.005084355,,0.001403809,,0.0006016213,,0.03828631,,8.879135E-05,,0.003726923,,0.057623,,2.574938E-23,,0.001150823,,0.000245016,,
149,0.01905456,,0.002420441,,0.0038864,,0.01004296,,0.07509907,,0.02772116,,0.005106598,,0.001296645,,0.0006033292,,0.03820577,,8.867747E-05,,0.00370376,,0.05758914,,2.574938E-23,,0.001156791,,0.0002449112,,
150,0.01905455,0.0191,0.002404128,0.00871,0.003880501,0.0206,0.009899338,0.02530458,0.07440019,0.1240076,0.02840627,0.1177372,0.005128625,0.02157502,0.001210965,0.00598491,0.0006009712,0.0015367,0.03812835,0.0337,8.858764E-05,2.46E-05,0.003682528,0.00357,0.05755906,0.144,2.574938E-23,3.712282E-16,0.001162572,0.0007013711,0.0002448459,0.0001673244,
151,0.01905455,,0.002387697,,0.003874849,,0.009764939,,0.07357608,,0.02906107,,0.005151812,,0.001144386,,0.0005950758,,0.03805421,,8.851196E-05,,0.003663086,,0.05753298,,2.574938E-23,,0.00116806,,0.0002448186,,
152,0.01905454,,0.00237116,,0.003869456,,0.009639888,,0.07265724,,0.02966439,,0.005177641,,0.001094871,,0.000586211,,0.03798349,,8.84426E-05,,0.003645314,,0.0575106,,2.574938E-23,,0.001173098,,0.000244829,,
153,0.01905455,,0.002354529,,0.003864344,,0.009524113,,0.07166909,,0.03020029,,0.005208292,,0.00106048,,0.0005749444,,0.03791644,,8.837309E-05,,0.003629103,,0.05749164,,2.574938E-23,,0.001177442,,0.0002448763,,
154,0.01905456,,0.002337805,,0.003859542,,0.009417529,,0.07063271,,0.03065631,,0.005247416,,0.001039078,,0.00056181,,0.03785326,,8.829786E-05,,0.003614358,,0.05747583,,2.574938E-23,,0.001180834,,0.0002449589,,
155,0.01905457,,0.002320979,,0.003855086,,0.00932024,,0.06956539,,0.03102049,,0.005300498,,0.001028633,,0.0005472851,,0.0377942,,8.821201E-05,,0.003600995,,0.05746292,,2.574938E-23,,0.001182974,,0.0002450742,,
156,0.0190546,,0.002304048,,0.003851014,,0.009232668,,0.06848103,,0.03128377,,0.005371936,,0.001027566,,0.0005317848,,0.03773952,,8.811147E-05,,0.003588939,,0.05745266,,2.574938E-23,,0.001183507,,0.0002452185,,
157,0.02221946,,0.002298653,,0.006713002,,0.01161823,,0.08433639,,0.03769276,,0.006283936,,0.001152201,,0.0006607575,,0.03203712,,4.19857E-05,,0.004538608,,0.05581871,,3.264684E-23,,0.0006127928,,7.084157E-06,,
158,0.02221949,,0.002281694,,0.006664802,,0.01151165,,0.08274938,,0.03757614,,0.006396098,,0.00115766,,0.000642113,,0.03218601,,4.204897E-05,,0.00450472,,0.05584181,,3.264684E-23,,0.0006242786,,7.095814E-06,,
159,0.02221951,,0.002264853,,0.006618975,,0.01141606,,0.08126391,,0.0373354,,0.006526678,,0.001162256,,0.0006251817,,0.03233694,,4.209725E-05,,0.004474271,,0.05586401,,3.264684E-23,,0.0006349208,,7.104542E-06,,
160,0.02221953,,0.002248164,,0.006575263,,0.01133311,,0.0798755,,0.03698719,,0.006669804,,0.001166509,,0.0006096346,,0.0324899,,4.213295E-05,,0.004446848,,0.05588529,,3.264684E-23,,0.0006446994,,7.111139E-06,,
161,0.02221954,,0.002231624,,0.006533526,,0.01126399,,0.07858125,,0.03654867,,0.006819634,,0.00117035,,0.0005952842,,0.03264493,,4.215603E-05,,0.004422105,,0.05590567,,3.264684E-23,,0.0006535904,,7.116092E-06,,
162,0.02221954,0.0223,0.002215218,0.00792,0.006493653,0.0194,0.01120934,0.03391346,0.07737917,0.1238408,0.03603967,0.07054224,0.00696871,0.03659395,0.001174,0.005661868,0.0005819338,0.002137576,0.03280201,0.0309,4.216449E-05,1.15E-05,0.004399748,0.0035,0.05592512,0.129,3.264684E-23,1.686056E-15,0.0006615504,0.0005096294,7.119686E-06,7.717913E-06,
163,0.02221954,,0.002198939,,0.006455544,,0.01116916,,0.0762682,,0.03547601,,0.007111734,,0.001177797,,0.0005694332,,0.03296115,,4.215497E-05,,0.00437953,,0.05594328,,3.264684E-23,,0.0006685066,,7.12209E-06,,
164,0.02221953,,0.002182773,,0.006419105,,0.01114288,,0.07524825,,0.0348727,,0.007243626,,0.001182099,,0.0005577061,,0.03312236,,4.21233E-05,,0.004361243,,0.05596023,,3.264684E-23,,0.0006743513,,7.123375E-06,,
165,0.02221951,,0.002166714,,0.006384238,,0.01112935,,0.07432006,,0.03424244,,0.007360278,,0.001187412,,0.0005467051,,0.03328564,,4.206502E-05,,0.004344715,,0.05597604,,3.264684E-23,,0.0006789411,,7.123583E-06,,
166,0.02221949,,0.002150754,,0.006350848,,0.01112706,,0.07348515,,0.03359575,,0.007458184,,0.001194572,,0.0005363564,,0.03345097,,4.197584E-05,,0.004329798,,0.05599077,,3.264684E-23,,0.0006821012,,7.122768E-06,,
167,0.02221945,,0.002134885,,0.006318845,,0.01113418,,0.07274587,,0.03294106,,0.00753369,,0.001204824,,0.0005265931,,0.03361833,,4.185203E-05,,0.00431637,,0.05600452,,3.264684E-23,,0.0006836331,,7.120992E-06,,
168,0.0222194,,0.002119105,,0.00628814,,0.01114867,,0.07210546,,0.03228482,,0.00758382,,0.001219152,,0.0005174013,,0.03378765,,4.169073E-05,,0.004304326,,0.05601736,,3.264684E-23,,0.0006833248,,7.118327E-06,,
169,0.01756972,,0.002456684,,0.008035863,,0.007370156,,0.04899509,,0.02329384,,0.005922519,,0.0009651649,,0.0003575363,,0.02547353,,4.749433E-05,,0.005617335,,0.05951715,,2.107632E-23,,0.001040281,,1.63361E-05,,
170,0.01756967,,0.002436537,,0.007965137,,0.00739503,,0.04896087,,0.02302054,,0.00593667,,0.0009842853,,0.0003520717,,0.02579211,,4.737498E-05,,0.005563369,,0.0594628,,2.107632E-23,,0.001029255,,1.633079E-05,,
171,0.01756963,,0.002416582,,0.007897591,,0.007419303,,0.04894388,,0.02277117,,0.005930963,,0.001006399,,0.0003469069,,0.02610244,,4.727572E-05,,0.005514028,,0.05941068,,2.107632E-23,,0.001019006,,1.632547E-05,,
172,0.01756958,,0.002396815,,0.007833007,,0.007441578,,0.0489501,,0.02254434,,0.005907618,,0.00103059,,0.000342023,,0.02640446,,4.7188E-05,,0.005468759,,0.05936058,,2.107632E-23,,0.001009524,,1.632025E-05,,
173,0.01756954,,0.002377242,,0.007771171,,0.007460674,,0.04898301,,0.02233934,,0.005869113,,0.001055948,,0.0003373823,,0.02669804,,4.710494E-05,,0.005427106,,0.05931235,,2.107632E-23,,0.001000862,,1.631511E-05,,
174,0.01756949,0.0176,0.002357866,0.0059,0.007711858,0.0197,0.007475644,0.05590659,0.04904357,0.08316008,0.02215592,0.04135975,0.005818563,0.01478165,0.001081304,0.006124056,0.0003329673,0.001322541,0.02698307,0.0245,4.702009E-05,1.53E-05,0.005388697,0.00425,0.05926589,0.129,2.107632E-23,5.324389E-16,0.000993153,0.001517114,1.630987E-05,3.982443E-05,
175,0.01756945,,0.00233871,,0.00765486,,0.007485781,,0.04913034,,0.02199438,,0.005758396,,0.001105829,,0.0003287817,,0.02725939,,4.692695E-05,,0.005353233,,0.05922115,,2.107632E-23,,0.0009866147,,1.630432E-05,,
176,0.01756941,,0.002319784,,0.007599976,,0.007490546,,0.04924013,,0.02185548,,0.005690982,,0.001128728,,0.0003248497,,0.02752682,,4.681883E-05,,0.005320474,,0.05917811,,2.107632E-23,,0.0009815553,,1.629828E-05,,
177,0.01756937,,0.002301106,,0.007547009,,0.007489555,,0.04936839,,0.02174032,,0.005618314,,0.001149353,,0.0003212162,,0.0277852,,4.668904E-05,,0.005290226,,0.05913681,,2.107632E-23,,0.0009783675,,1.629155E-05,,
178,0.01756933,,0.002282696,,0.00749577,,0.007482541,,0.04950969,,0.02165029,,0.005542061,,0.001167154,,0.0003179459,,0.02803434,,4.653121E-05,,0.005262333,,0.05909726,,2.107632E-23,,0.0009775197,,1.628404E-05,,
179,0.01756929,,0.00226458,,0.00744608,,0.007469336,,0.04965822,,0.02158694,,0.005463575,,0.001181554,,0.000315142,,0.02827406,,4.633972E-05,,0.005236666,,0.0590595,,2.107632E-23,,0.0009795422,,1.627569E-05,,
180,0.01756925,,0.002246777,,0.00739777,,0.007449842,,0.049808,,0.02155198,,0.005383928,,0.00119208,,0.0003128986,,0.02850416,,4.611017E-05,,0.005213109,,0.05902356,,2.107632E-23,,0.0009850094,,1.626656E-05,,
181,0.01240502,,0.002959474,,0.006207435,,0.004165842,,0.03307113,,0.01924284,,0.005830922,,0.001480512,,0.0001779358,,0.03429569,,5.737045E-06,,0.006229687,,0.05116514,,1.160163E-23,,0.0005606159,,4.209242E-05,,
182,0.0124051,,0.002931244,,0.006186016,,0.004157274,,0.03330739,,0.01927269,,0.005754449,,0.001481376,,0.0001773895,,0.03440906,,5.730232E-06,,0.006167417,,0.05125584,,1.160163E-23,,0.0005702642,,4.207833E-05,,
183,0.01240516,,0.002903777,,0.00616406,,0.004147545,,0.03351478,,0.01931902,,0.005685798,,0.001477469,,0.0001771224,,0.03452346,,5.724612E-06,,0.006110886,,0.05133563,,1.160163E-23,,0.000579285,,4.206907E-05,,
184,0.01240522,,0.002877083,,0.006141587,,0.004136938,,0.03369161,,0.01938318,,0.005624583,,0.001469367,,0.0001770737,,0.0346387,,5.719703E-06,,0.006059499,,0.05140596,,1.160163E-23,,0.0005877211,,4.206324E-05,,
185,0.01240526,,0.002851191,,0.006118611,,0.004125723,,0.03383663,,0.01946566,,0.00557056,,0.001457695,,0.0001771789,,0.03475463,,5.714915E-06,,0.006012741,,0.05146809,,1.160163E-23,,0.0005955804,,4.206038E-05,,
186,0.0124053,0.0124,0.002826109,0.00639,0.006095179,0.0226,0.004114148,0.02357006,0.03394905,0.1193521,0.01956603,0.03903703,0.005523584,0.01331097,0.001443228,0.004148722,0.000177361,0.000843528,0.03487121,0.033,5.709509E-06,9.53E-07,0.005970184,0.00357,0.05152301,0.126,1.160163E-23,1.431669E-16,0.0006028273,0.0005264488,4.206064E-05,3.118037E-05,
187,0.01240534,,0.002801856,,0.006071304,,0.004102448,,0.03402859,,0.01968306,,0.005483612,,0.001426561,,0.0001775696,,0.03498843,,5.702582E-06,,0.005931462,,0.05157162,,1.160163E-23,,0.0006093756,,4.206451E-05,,
188,0.01240537,,0.002778445,,0.006047001,,0.004090839,,0.03407529,,0.01981491,,0.005450704,,0.001408269,,0.0001777608,,0.03510636,,5.693106E-06,,0.00589627,,0.05161459,,1.160163E-23,,0.0006150854,,4.207266E-05,,
189,0.0124054,,0.002755886,,0.006022288,,0.004079528,,0.03408947,,0.01995937,,0.005424997,,0.001388831,,0.0001779039,,0.03522513,,5.679987E-06,,0.005864352,,0.05165249,,1.160163E-23,,0.0006197611,,4.208577E-05,,
190,0.01240542,,0.002734194,,0.005997187,,0.004068706,,0.0340717,,0.02011398,,0.005406707,,0.001368642,,0.0001779783,,0.03534492,,5.662134E-06,,0.005835492,,0.05168577,,1.160163E-23,,0.0006231522,,4.210452E-05,,
191,0.01240544,,0.002713382,,0.005971722,,0.004058555,,0.03402272,,0.02027621,,0.005396107,,0.001348017,,0.0001779698,,0.03546598,,5.638533E-06,,0.0058095,,0.05171478,,1.160163E-23,,0.0006249546,,4.212944E-05,,
192,0.01240546,,0.002693456,,0.005945925,,0.00404924,,0.03394346,,0.0204436,,0.005393542,,0.001327202,,0.0001778674,,0.03558862,,5.608324E-06,,0.00578621,,0.0517398,,1.160163E-23,,0.0006248119,,4.216101E-05,,
193,0.006838649,,0.002509329,,0.006316987,,0.006272454,,0.04639832,,0.02234193,,0.005127439,,0.001208344,,0.0002579673,,0.04184197,,8.317475E-06,,0.003991502,,0.06240647,,1.84743E-23,,0.001053676,,3.190445E-05,,
194,0.006838468,,0.002492793,,0.006281416,,0.006251359,,0.04613122,,0.02243873,,0.005132555,,0.001193313,,0.000257411,,0.04176368,,8.286819E-06,,0.004020777,,0.06223557,,1.84743E-23,,0.001043603,,3.190492E-05,,
195,0.006838302,,0.002476967,,0.006245804,,0.006230634,,0.0458799,,0.02250881,,0.005141151,,0.001179886,,0.0002566942,,0.04168431,,8.26124E-06,,0.004046622,,0.0620831,,1.84743E-23,,0.001035386,,3.189946E-05,,
196,0.006838143,,0.002461913,,0.006210177,,0.006210707,,0.04564275,,0.02255278,,0.005153725,,0.001167978,,0.0002558326,,0.04160447,,8.240275E-06,,0.004069508,,0.06194653,,1.84743E-23,,0.001028691,,3.189013E-05,,
197,0.006837991,,0.002447685,,0.006174556,,0.006191989,,0.04541861,,0.02257126,,0.005170536,,0.001157538,,0.0002548281,,0.04152464,,8.224183E-06,,0.004089827,,0.06182369,,1.84743E-23,,0.001023239,,3.187787E-05,,
198,0.006837845,0.00682,0.002434347,0.00583,0.006138943,0.0231,0.006174868,0.02402406,0.04520658,0.1341849,0.02256497,0.0891225,0.005191596,0.01418901,0.001148536,0.003100134,0.0002536867,0.000979354,0.04144518,0.0406,8.213707E-06,2.9E-06,0.004107905,0.00309,0.06171277,0.141,1.84743E-23,6.256157E-16,0.001018805,0.00103776,3.186292E-05,3.118037E-05,
199,0.006837703,,0.002421969,,0.006103346,,0.006159689,,0.04500605,,0.02253473,,0.005216678,,0.001140964,,0.0002524177,,0.04136634,,8.20988E-06,,0.004124017,,0.06161227,,1.84743E-23,,0.00101522,,3.184509E-05,,
200,0.006837566,,0.002410623,,0.006067819,,0.006146753,,0.04481672,,0.02248143,,0.005245388,,0.001134839,,0.0002510333,,0.04128826,,8.213875E-06,,0.004138391,,0.06152092,,1.84743E-23,,0.001012368,,3.182397E-05,,
201,0.006837431,,0.002400345,,0.006032428,,0.006136303,,0.04463851,,0.02240601,,0.005277204,,0.001130195,,0.0002495476,,0.04121105,,8.226876E-06,,0.004151213,,0.06143766,,1.84743E-23,,0.001010187,,3.179905E-05,,
202,0.0068373,,0.002391151,,0.005997199,,0.006128522,,0.04447154,,0.02230944,,0.005311521,,0.00112708,,0.0002479746,,0.04113469,,8.249997E-06,,0.004162631,,0.06136162,,1.84743E-23,,0.001008669,,3.176976E-05,,
203,0.006837171,,0.002383053,,0.005962149,,0.006123533,,0.04431614,,0.02219275,,0.005347699,,0.001125557,,0.0002463269,,0.04105915,,8.284223E-06,,0.004172761,,0.0612921,,1.84743E-23,,0.001007856,,3.173552E-05,,
204,0.006837042,,0.002376058,,0.005927296,,0.006121396,,0.04417275,,0.02205699,,0.005385092,,0.001125702,,0.000244614,,0.04098431,,8.330398E-06,,0.004181677,,0.06122854,,1.84743E-23,,0.001007845,,3.169566E-05,,
205,0.006476974,,0.001939383,,0.005478535,,0.005467481,,0.03968262,,0.01964632,,0.004817888,,0.0009819733,,0.0002279673,,0.0263895,,3.026176E-06,,0.005035806,,0.05510986,,1.621318E-23,,0.0005227283,,0.0003854413,,
