EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"2/9/2022 12:28:06 PM"
ModelName,"NWACS AM 7ages updateF"
EcosimScenario,"sim3.5_ts1_fit28v_i7_PreySwitch1 vulcap"
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Timestep,"biomass (predicted) SB juv comp YOY","biomass (observed) SB juv comp YOY","biomass (predicted) SB 2-5 MRIP CPUE","biomass (observed) SB 2-5 MRIP CPUE","biomass (predicted) SB 2-5 CT LISTS","biomass (observed) SB 2-5 CT LISTS","biomass (predicted) SB adult MRIP CPUE","biomass (observed) SB adult MRIP CPUE","biomass (predicted) SB adult CT LISTS","biomass (observed) SB adult CT LISTS","biomass (predicted) AM juv jai","biomass (observed) AM juv jai","biomass (predicted) AM adult nad 1","biomass (observed) AM adult nad 1","biomass (predicted) AM adult nad 2","biomass (observed) AM adult nad 2","biomass (predicted) AM adult nad 3","biomass (observed) AM adult nad 3","biomass (predicted) AM adult nad 4","biomass (observed) AM adult nad 4","biomass (predicted) AM adult nad 5","biomass (observed) AM adult nad 5","biomass (predicted) AM adult nad 6+","biomass (observed) AM adult nad 6+","biomass (predicted) AM adult mad 1","biomass (observed) AM adult mad 1","biomass (predicted) AM adult mad 2","biomass (observed) AM adult mad 2","biomass (predicted) AM adult mad 3","biomass (observed) AM adult mad 3","biomass (predicted) AM adult mad 4","biomass (observed) AM adult mad 4","biomass (predicted) AM adult mad 5","biomass (observed) AM adult mad 5","biomass (predicted) SDF biomass","biomass (observed) SDF biomass","biomass (predicted) BF juv comp YOY","biomass (observed) BF juv comp YOY","biomass (predicted) BF adult MRIP CPUE","biomass (observed) BF adult MRIP CPUE","biomass (predicted) BF adult NC PSIGNS","biomass (observed) BF adult NC PSIGNS","biomass (predicted) WF juv comp yoy","biomass (observed) WF juv comp yoy","biomass (predicted) WF adult MRIP","biomass (observed) WF adult MRIP","biomass (predicted) WF adult DE trawl","biomass (observed) WF adult DE trawl","biomass (predicted) AH adult NEFSC-A","biomass (observed) AH adult NEFSC-A","biomass (predicted) AH adult NEFSC-B","biomass (observed) AH adult NEFSC-B",
63,0.01072852,,0.04815344,,0.04815344,,0.0278757,,0.0278757,,1E-20,,0.2358608,,0.2976803,,0.0930511,,0.02330121,,0.01433219,,0.02896105,,0.2358608,,0.2976803,,0.0930511,,0.02330121,,0.01433219,,0.2828607,,0.001860894,,0.05690569,,0.05690569,,0.001550969,,0.01505634,,0.01505634,,0.2390307,,0.2390307,,
64,0.0107444,,0.04831833,,0.04831833,,0.02817861,,0.02817861,,1E-20,,0.2313433,,0.2960665,,0.0952182,,0.02320077,,0.01304292,,0.02850993,,0.2313433,,0.2960665,,0.0952182,,0.02320077,,0.01304292,,0.2822223,,0.001896691,,0.05732143,,0.05732143,,0.001547335,,0.01528106,,0.01528106,,0.2404834,,0.2404834,,
65,0.01076582,,0.04846474,,0.04846474,,0.02847886,,0.02847886,,1E-20,,0.2268783,,0.2936207,,0.09740243,,0.02315632,,0.01197407,,0.02795135,,0.2268783,,0.2936207,,0.09740243,,0.02315632,,0.01197407,,0.281593,,0.00193398,,0.05772994,,0.05772994,,0.001543817,,0.01548539,,0.01548539,,0.2418306,,0.2418306,,
66,0.01079262,0.007860677,0.04859345,0.01293865,0.04859345,0.01765473,0.02877651,0.009741842,0.02877651,0.009770134,1E-20,2.682006E-19,0.2224681,0.2938316,0.2904939,0.639531,0.09952259,0.06152498,0.02316374,,0.0110917,0.01917939,0.02730985,,0.2224681,,0.2904939,,0.09952259,,0.02316374,,0.0110917,,0.2809722,0.4460683,0.001973081,0.004543885,0.05813101,0.1006879,0.05813101,,0.001540883,0.001206093,0.01567052,0.01339777,0.01567052,,0.2430808,0.171537,0.2430808,,
67,0.01082467,,0.04870523,,0.04870523,,0.02907164,,0.02907164,,1E-20,,0.218115,,0.2868115,,0.1015202,,0.0232247,,0.01036857,,0.0266049,,0.218115,,0.2868115,,0.1015202,,0.0232247,,0.01036857,,0.2803596,,0.002013877,,0.05852513,,0.05852513,,0.001539116,,0.0158375,,0.0158375,,0.2442411,,0.2442411,,
68,0.01086183,,0.0488008,,0.0488008,,0.02936434,,0.02936434,,1E-20,,0.2138236,,0.2826905,,0.1033442,,0.02334227,,0.009781838,,0.02585235,,0.2138236,,0.2826905,,0.1033442,,0.02334227,,0.009781838,,0.2797547,,0.002055663,,0.05891358,,0.05891358,,0.00153917,,0.0159872,,0.0159872,,0.2453176,,0.2453176,,
69,0.01090394,,0.04888089,,0.04888089,,0.02965473,,0.02965473,,1E-20,,0.2096021,,0.2782336,,0.1049551,,0.02352032,,0.009311682,,0.02506535,,0.2096021,,0.2782336,,0.1049551,,0.02352032,,0.009311682,,0.2791572,,0.002096982,,0.05929842,,0.05929842,,0.001541715,,0.01612039,,0.01612039,,0.2463159,,0.2463159,,
70,0.01095081,,0.04894616,,0.04894616,,0.02994293,,0.02994293,,1E-20,,0.2054639,,0.2735278,,0.1063168,,0.02377102,,0.008940564,,0.02425485,,0.2054639,,0.2735278,,0.1063168,,0.02377102,,0.008940564,,0.2785667,,0.002135453,,0.05968255,,0.05968255,,0.001547379,,0.01623775,,0.01623775,,0.2472408,,0.2472408,,
71,0.01100224,,0.04899724,,0.04899724,,0.03022909,,0.03022909,,1E-20,,0.2014276,,0.2686462,,0.1074053,,0.02410354,,0.008652798,,0.02343006,,0.2014276,,0.2686462,,0.1074053,,0.02410354,,0.008652798,,0.277983,,0.002167598,,0.06006977,,0.06006977,,0.001556691,,0.01633991,,0.01633991,,0.2480966,,0.2480966,,
72,0.011058,,0.04903471,,0.04903471,,0.03051339,,0.03051339,,1E-20,,0.1975176,,0.2636493,,0.1082062,,0.02452359,,0.008434396,,0.02259863,,0.1975176,,0.2636493,,0.1082062,,0.02452359,,0.008434396,,0.2774058,,0.002188633,,0.06046486,,0.06046486,,0.001570023,,0.01642749,,0.01642749,,0.2488874,,0.2488874,,
73,0.01110779,,0.04905934,,0.04905934,,0.03077531,,0.03077531,,1E-20,,0.1939102,,0.2590119,,0.1092488,,0.02518477,,0.008386794,,0.02181293,,0.1939102,,0.2590119,,0.1092488,,0.02518477,,0.008386794,,0.2770674,,0.002125744,,0.06067455,,0.06067455,,0.001585941,,0.0163288,,0.0163288,,0.2499954,,0.2499954,,
74,0.01115195,,0.04908632,,0.04908632,,0.03103375,,0.03103375,,1E-20,,0.190661,,0.2542676,,0.1097717,,0.02590421,,0.008365709,,0.02108049,,0.190661,,0.2542676,,0.1097717,,0.02590421,,0.008365709,,0.2767352,,0.002071757,,0.06085962,,0.06085962,,0.001597554,,0.01624437,,0.01624437,,0.2510199,,0.2510199,,
75,0.01119178,,0.04911644,,0.04911644,,0.0312859,,0.0312859,,1E-20,,0.1877683,,0.2494707,,0.1098348,,0.02667342,,0.008368491,,0.02039301,,0.1877683,,0.2494707,,0.1098348,,0.02667342,,0.008368491,,0.2764086,,0.002025058,,0.06102232,,0.06102232,,0.001606114,,0.01617172,,0.01617172,,0.2519695,,0.2519695,,
76,0.01122779,,0.04914985,,0.04914985,,0.03153141,,0.03153141,,1E-20,,0.1852299,,0.2446703,,0.1094993,,0.02747673,,0.008392937,,0.01974439,,0.1852299,,0.2446703,,0.1094993,,0.02747673,,0.008392937,,0.2760873,,0.001984366,,0.06116424,,0.06116424,,0.00161233,,0.01610888,,0.01610888,,0.252851,,0.252851,,
77,0.01126037,,0.04918635,,0.04918635,,0.03177026,,0.03177026,,1E-20,,0.1830402,,0.2399095,,0.1088236,,0.02829847,,0.008437376,,0.01912975,,0.1830402,,0.2399095,,0.1088236,,0.02829847,,0.008437376,,0.2757712,,0.001948787,,0.06128646,,0.06128646,,0.001616547,,0.01605429,,0.01605429,,0.2536707,,0.2536707,,
78,0.0112898,0.00502454,0.04922569,0.0192441,0.04922569,0.01415205,0.0320025,0.01164102,0.0320025,0.009379624,1E-20,3.9011E-19,0.1811897,0.7453943,0.2352253,0.1092347,0.1078696,,0.02911731,,0.008500789,,0.01854525,,0.1811897,,0.2352253,,0.1078696,,0.02911731,,0.008500789,,0.2754598,0.2599572,0.00191787,0.00487092,0.06138961,0.09698313,0.06138961,,0.001618884,0.001443679,0.01600669,0.01723738,0.01600669,0.007149877,0.2544344,0.2545342,0.2544344,,
79,0.01131628,,0.04926757,,0.04926757,,0.03222825,,0.03222825,,1E-20,,0.1796639,,0.2306504,,0.10669,,0.02991619,,0.008584225,,0.01798774,,0.1796639,,0.2306504,,0.10669,,0.02991619,,0.008584225,,0.2751529,,0.001891636,,0.06147394,,0.06147394,,0.001619331,,0.01596505,,0.01596505,,0.2551475,,0.2551475,,
80,0.01133996,,0.04931172,,0.04931172,,0.03244761,,0.03244761,,1E-20,,0.1784434,,0.2262143,,0.1053333,,0.03067909,,0.008689263,,0.01745464,,0.1784434,,0.2262143,,0.1053333,,0.03067909,,0.008689263,,0.2748504,,0.001870597,,0.06153934,,0.06153934,,0.001617811,,0.01592855,,0.01592855,,0.2558147,,0.2558147,,
81,0.01136092,,0.04935783,,0.04935783,,0.03266071,,0.03266071,,1E-20,,0.1775041,,0.2219439,,0.1038414,,0.03139232,,0.008817802,,0.01694374,,0.1775041,,0.2219439,,0.1038414,,0.03139232,,0.008817802,,0.274552,,0.001855729,,0.06158544,,0.06158544,,0.001614221,,0.01589653,,0.01589653,,0.2564402,,0.2564402,,
82,0.01137922,,0.04940561,,0.04940561,,0.03286769,,0.03286769,,1E-20,,0.1768187,,0.2178636,,0.1022494,,0.0320418,,0.00897491,,0.01645318,,0.1768187,,0.2178636,,0.1022494,,0.0320418,,0.00897491,,0.2742575,,0.001848439,,0.06161167,,0.06161167,,0.001608449,,0.01586851,,0.01586851,,0.2570278,,0.2570278,,
83,0.01139487,,0.04945476,,0.04945476,,0.03306873,,0.03306873,,1E-20,,0.1763563,,0.2139959,,0.1005863,,0.03261661,,0.009164622,,0.01598131,,0.1763563,,0.2139959,,0.1005863,,0.03261661,,0.009164622,,0.2739669,,0.001850495,,0.0616173,,0.0616173,,0.001600371,,0.01584418,,0.01584418,,0.2575813,,0.2575813,,
84,0.01140788,,0.04950497,,0.04950497,,0.033264,,0.033264,,1E-20,,0.1760847,,0.2103611,,0.09887499,,0.03310863,,0.009389734,,0.01552675,,0.1760847,,0.2103611,,0.09887499,,0.03310863,,0.009389734,,0.27368,,0.001863955,,0.06160154,,0.06160154,,0.001589839,,0.0158234,,0.0158234,,0.2581038,,0.2581038,,
85,0.0114167,,0.04955533,,0.04955533,,0.0334263,,0.0334263,,1E-20,,0.1762134,,0.2090112,,0.09792355,,0.03361822,,0.009669812,,0.01512534,,0.1762134,,0.2090112,,0.09792355,,0.03361822,,0.009669812,,0.2730485,,0.001919585,,0.06168725,,0.06168725,,0.001585005,,0.01582466,,0.01582466,,0.2584891,,0.2584891,,
86,0.01142124,,0.04960787,,0.04960787,,0.03358715,,0.03358715,,1E-20,,0.1764183,,0.2078313,,0.09689872,,0.03398856,,0.009975413,,0.01475284,,0.1764183,,0.2078313,,0.09689872,,0.03398856,,0.009975413,,0.2724219,,0.001972779,,0.06177427,,0.06177427,,0.001582017,,0.01582193,,0.01582193,,0.258864,,0.258864,,
87,0.01142173,,0.04966197,,0.04966197,,0.03374415,,0.03374415,,1E-20,,0.1766807,,0.2068317,,0.09582723,,0.03423049,,0.01030332,,0.01440515,,0.1766807,,0.2068317,,0.09582723,,0.03423049,,0.01030332,,0.2717999,,0.002023471,,0.06186354,,0.06186354,,0.001580344,,0.01581598,,0.01581598,,0.2592268,,0.2592268,,
88,0.01141823,,0.04971717,,0.04971717,,0.03389741,,0.03389741,,1E-20,,0.1769792,,0.206017,,0.09473318,,0.03435709,,0.01064749,,0.01408019,,0.1769792,,0.206017,,0.09473318,,0.03435709,,0.01064749,,0.2711826,,0.002071614,,0.06195608,,0.06195608,,0.001579635,,0.0158075,,0.0158075,,0.2595769,,0.2595769,,
89,0.01141077,,0.04977304,,0.04977304,,0.03404709,,0.03404709,,1E-20,,0.1772925,,0.2053847,,0.09363808,,0.03438166,,0.01100183,,0.01377641,,0.1772925,,0.2053847,,0.09363808,,0.03438166,,0.01100183,,0.2705697,,0.002117107,,0.06205299,,0.06205299,,0.001579634,,0.01579712,,0.01579712,,0.2599136,,0.2599136,,
90,0.01139939,0.004955089,0.04982919,0.03949058,0.04982919,0.023064,0.03419327,0.02873859,0.03419327,0.0136297,1E-20,2.535715E-19,0.1776014,0.8394468,0.2049245,0.6018656,0.09256097,0.005540846,0.03432008,,0.01135799,0.006168811,0.0134928,,0.1776014,,0.2049245,,0.09256097,,0.03432008,,0.01135799,,0.2699613,0.3494748,0.002159731,0.001980842,0.06215541,0.07640097,0.06215541,,0.001580121,0.002024783,0.01578538,0.01135543,0.01578538,0.008670905,0.2602364,0.6926835,0.2602364,,
91,0.01138411,,0.0498852,,0.0498852,,0.03433606,,0.03433606,,1E-20,,0.1778894,,0.2046188,,0.09151895,,0.03418599,,0.0117092,,0.01322931,,0.1778894,,0.2046188,,0.09151895,,0.03418599,,0.0117092,,0.2693571,,0.002199077,,0.06226457,,0.06226457,,0.001580888,,0.0157728,,0.0157728,,0.260545,,0.260545,,
92,0.01136496,,0.04994071,,0.04994071,,0.03447553,,0.03447553,,1E-20,,0.1781424,,0.2044448,,0.09052756,,0.03399243,,0.01204907,,0.01298623,,0.1781424,,0.2044448,,0.09052756,,0.03399243,,0.01204907,,0.2687571,,0.002234498,,0.06238175,,0.06238175,,0.001581732,,0.01575981,,0.01575981,,0.2608393,,0.2608393,,
93,0.01134198,,0.04999533,,0.04999533,,0.03461175,,0.03461175,,1E-20,,0.1783482,,0.2043761,,0.08960084,,0.03375105,,0.01237204,,0.01276405,,0.1783482,,0.2043761,,0.08960084,,0.03375105,,0.01237204,,0.2681612,,0.002265064,,0.06250832,,0.06250832,,0.001582457,,0.0157468,,0.0157468,,0.2611189,,0.2611189,,
94,0.01131519,,0.05004869,,0.05004869,,0.03474478,,0.03474478,,1E-20,,0.1784975,,0.2043841,,0.08875119,,0.03347188,,0.01267238,,0.01256457,,0.1784975,,0.2043841,,0.08875119,,0.03347188,,0.01267238,,0.2675693,,0.002289532,,0.0626457,,0.0626457,,0.001582893,,0.01573401,,0.01573401,,0.2613837,,0.2613837,,
95,0.01128464,,0.0501004,,0.0501004,,0.03487466,,0.03487466,,1E-20,,0.1785827,,0.2044394,,0.08798976,,0.03316336,,0.01294555,,0.01238925,,0.1785827,,0.2044394,,0.08798976,,0.03316336,,0.01294555,,0.2669812,,0.002306324,,0.06279539,,0.06279539,,0.001582913,,0.01572161,,0.01572161,,0.2616336,,0.2616336,,
96,0.01125038,,0.05015012,,0.05015012,,0.03500144,,0.03500144,,1E-20,,0.1785973,,0.2045129,,0.08732615,,0.03283251,,0.01318807,,0.01223914,,0.1785973,,0.2045129,,0.08732615,,0.03283251,,0.01318807,,0.2663968,,0.002313503,,0.06295898,,0.06295898,,0.001582451,,0.01570963,,0.01570963,,0.2618687,,0.2618687,,
97,0.01121299,,0.05014008,,0.05014008,,0.0350726,,0.0350726,,1E-20,,0.1784151,,0.2050929,,0.08733089,,0.03273025,,0.01346899,,0.0121425,,0.1784151,,0.2050929,,0.08733089,,0.03273025,,0.01346899,,0.2654691,,0.002374954,,0.06320952,,0.06320952,,0.001582772,,0.01592434,,0.01592434,,0.2625042,,0.2625042,,
98,0.01117252,,0.05012712,,0.05012712,,0.03515239,,0.03515239,,1E-20,,0.1781109,,0.2057118,,0.08734511,,0.03260217,,0.01369747,,0.01207732,,0.1781109,,0.2057118,,0.08734511,,0.03260217,,0.01369747,,0.264548,,0.002433857,,0.0634788,,0.0634788,,0.001582084,,0.01611908,,0.01611908,,0.2630793,,0.2630793,,
99,0.01112887,,0.05011125,,0.05011125,,0.03523351,,0.03523351,,1E-20,,0.1777161,,0.2063291,,0.0873812,,0.03245601,,0.01387706,,0.01203783,,0.1777161,,0.2063291,,0.0873812,,0.03245601,,0.01387706,,0.2636333,,0.002489666,,0.06376711,,0.06376711,,0.001580702,,0.01629564,,0.01629564,,0.2636029,,0.2636029,,
100,0.01108206,,0.05009223,,0.05009223,,0.03531549,,0.03531549,,1E-20,,0.1772558,,0.2069103,,0.08744783,,0.03229905,,0.01401224,,0.01202113,,0.1772558,,0.2069103,,0.08744783,,0.03229905,,0.01401224,,0.2627246,,0.002541882,,0.06407458,,0.06407458,,0.001578953,,0.01645551,,0.01645551,,0.2640793,,0.2640793,,
101,0.01103211,,0.05006985,,0.05006985,,0.03539793,,0.03539793,,1E-20,,0.1767522,,0.2074252,,0.08754954,,0.03213797,,0.01410774,,0.01202443,,0.1767522,,0.2074252,,0.08754954,,0.03213797,,0.01410774,,0.2618217,,0.00258996,,0.06440122,,0.06440122,,0.001577184,,0.01659996,,0.01659996,,0.2645124,,0.2645124,,
102,0.01097907,0.00592669,0.05004387,0.03524395,0.05004387,0.02199341,0.03548048,0.0273674,0.03548048,0.01815883,1E-20,1.316621E-19,0.1762247,0.05003325,0.2078485,0.6045525,0.08768658,0.05051525,0.0319788,,0.01416941,,0.01204408,,0.1762247,,0.2078485,,0.08768658,,0.0319788,,0.01416941,,0.2609244,0.2689327,0.002633219,0.0009691232,0.06474696,0.06092319,0.06474696,,0.001575754,0.001364988,0.0167301,0.01731907,0.0167301,0.01759236,0.2649056,0.2061564,0.2649056,,
103,0.01092299,,0.05001408,,0.05001408,,0.03556285,,0.03556285,,1E-20,,0.1756904,,0.2081604,,0.08785523,,0.03182714,,0.01420234,,0.01207735,,0.1756904,,0.2081604,,0.08785523,,0.03182714,,0.01420234,,0.2600326,,0.00267078,,0.06511163,,0.06511163,,0.001575031,,0.01684683,,0.01684683,,0.2652617,,0.2652617,,
104,0.01086395,,0.04998027,,0.04998027,,0.03564481,,0.03564481,,1E-20,,0.1751647,,0.2083451,,0.08804904,,0.03168827,,0.01421143,,0.01212165,,0.1751647,,0.2083451,,0.08804904,,0.03168827,,0.01421143,,0.2591459,,0.002701519,,0.06549499,,0.06549499,,0.001575375,,0.01695098,,0.01695098,,0.2655832,,0.2655832,,
105,0.01080202,,0.04994225,,0.04994225,,0.03572618,,0.03572618,,1E-20,,0.1746576,,0.2083946,,0.08825955,,0.03156712,,0.01420115,,0.01217473,,0.1746576,,0.2083946,,0.08825955,,0.03156712,,0.01420115,,0.2582644,,0.002724073,,0.06589673,,0.06589673,,0.001577119,,0.01704325,,0.01704325,,0.2658724,,0.2658724,,
106,0.01073729,,0.04989984,,0.04989984,,0.0358068,,0.0358068,,1E-20,,0.1741784,,0.2083036,,0.08847715,,0.03146835,,0.01417533,,0.01223467,,0.1741784,,0.2083036,,0.08847715,,0.03146835,,0.01417533,,0.2573878,,0.002736851,,0.06631642,,0.06631642,,0.001580553,,0.01712425,,0.01712425,,0.2661312,,0.2661312,,
107,0.01066982,,0.04985288,,0.04985288,,0.0358866,,0.0358866,,1E-20,,0.1737383,,0.208067,,0.08869166,,0.03139639,,0.01413723,,0.01229982,,0.1737383,,0.208067,,0.08869166,,0.03139639,,0.01413723,,0.256516,,0.002738092,,0.06675349,,0.06675349,,0.00158591,,0.01719454,,0.01719454,,0.2663611,,0.2663611,,
108,0.01059971,,0.04980122,,0.04980122,,0.03596552,,0.03596552,,1E-20,,0.173347,,0.2076824,,0.088893,,0.03135537,,0.01408957,,0.01236869,,0.173347,,0.2076824,,0.088893,,0.03135537,,0.01408957,,0.2556489,,0.002725934,,0.06720721,,0.06720721,,0.001593352,,0.01725461,,0.01725461,,0.2665639,,0.2665639,,
109,0.01052778,,0.04971485,,0.04971485,,0.03595517,,0.03595517,,1E-20,,0.1728765,,0.2075001,,0.08933181,,0.03139214,,0.01406967,,0.01245007,,0.1728765,,0.2075001,,0.08933181,,0.03139214,,0.01406967,,0.2549027,,0.00270901,,0.06767791,,0.06767791,,0.001597147,,0.01734098,,0.01734098,,0.2670961,,0.2670961,,
110,0.01045418,,0.04963189,,0.04963189,,0.03595154,,0.03595154,,1E-20,,0.1723629,,0.2072597,,0.08977313,,0.0314398,,0.01403871,,0.01252899,,0.1723629,,0.2072597,,0.08977313,,0.0314398,,0.01403871,,0.2541615,,0.00269226,,0.06814722,,0.06814722,,0.001598981,,0.01741959,,0.01741959,,0.2675672,,0.2675672,,
111,0.01037864,,0.04955121,,0.04955121,,0.0359439,,0.0359439,,1E-20,,0.1718423,,0.2069608,,0.09019913,,0.03150116,,0.014,,0.01260186,,0.1718423,,0.2069608,,0.09019913,,0.03150116,,0.014,,0.2534252,,0.002675869,,0.06861331,,0.06861331,,0.001599456,,0.01749067,,0.01749067,,0.2679874,,0.2679874,,
112,0.01030115,,0.04947191,,0.04947191,,0.03593278,,0.03593278,,1E-20,,0.1713438,,0.2066043,,0.0905951,,0.03157802,,0.01395664,,0.01266985,,0.1713438,,0.2066043,,0.0905951,,0.03157802,,0.01395664,,0.2526934,,0.002660007,,0.06907448,,0.06907448,,0.001598985,,0.01755453,,0.01755453,,0.268362,,0.268362,,
113,0.0102217,,0.04939318,,0.04939318,,0.03591868,,0.03591868,,1E-20,,0.1708912,,0.206193,,0.09094866,,0.031671,,0.01391148,,0.01273303,,0.1708912,,0.206193,,0.09094866,,0.031671,,0.01391148,,0.2519659,,0.002644827,,0.06952917,,0.06952917,,0.001597872,,0.01761147,,0.01761147,,0.268696,,0.268696,,
114,0.01014029,0.0165583,0.04931429,0.04419197,0.04931429,0.02891071,0.03590202,0.03931011,0.03590202,0.01958798,1E-20,1.462912E-19,0.1705031,0.9938424,0.2057311,0.1679801,0.09124963,0.02830149,0.03177943,,0.0138671,,0.01279165,,0.1705031,,0.2057311,,0.09124963,,0.03177943,,0.0138671,,0.2512426,0.2444756,0.002630471,0.001974035,0.06997593,0.07310783,0.06997593,,0.001596368,0.001814436,0.01766183,0.02761248,0.01766183,0.02119544,0.2689937,0.1674782,0.2689937,,
115,0.01005692,,0.04923466,,0.04923466,,0.03588325,,0.03588325,,1E-20,,0.170194,,0.2052246,,0.09149012,,0.03190138,,0.01382588,,0.01284615,,0.170194,,0.2052246,,0.09149012,,0.03190138,,0.01382588,,0.2505232,,0.002617077,,0.07041351,,0.07041351,,0.001594698,,0.0177059,,0.0177059,,0.2692587,,0.2692587,,
116,0.009971612,,0.04915375,,0.04915375,,0.03586272,,0.03586272,,1E-20,,0.169974,,0.2046805,,0.09166426,,0.03203401,,0.0137901,,0.01289704,,0.169974,,0.2046805,,0.09166426,,0.03203401,,0.0137901,,0.2498076,,0.002604788,,0.07084078,,0.07084078,,0.001593072,,0.017744,,0.017744,,0.2694948,,0.2694948,,
117,0.00988437,,0.04907114,,0.04907114,,0.03584079,,0.03584079,,1E-20,,0.1698503,,0.2041049,,0.09176985,,0.03217385,,0.01376189,,0.01294483,,0.1698503,,0.2041049,,0.09176985,,0.03217385,,0.01376189,,0.2490956,,0.002593762,,0.07125675,,0.07125675,,0.001591688,,0.01777644,,0.01777644,,0.2697051,,0.2697051,,
118,0.009795217,,0.04898648,,0.04898648,,0.03581774,,0.03581774,,1E-20,,0.1698266,,0.2035053,,0.09180579,,0.03231701,,0.01374326,,0.01299003,,0.1698266,,0.2035053,,0.09180579,,0.03231701,,0.01374326,,0.2483873,,0.002584187,,0.07166057,,0.07166057,,0.001590715,,0.01780351,,0.01780351,,0.2698926,,0.2698926,,
119,0.009704164,,0.04889953,,0.04889953,,0.03579383,,0.03579383,,1E-20,,0.1699039,,0.2028913,,0.09177058,,0.03245938,,0.01373617,,0.01303303,,0.1699039,,0.2028913,,0.09177058,,0.03245938,,0.01373617,,0.2476824,,0.002576296,,0.07205152,,0.07205152,,0.001590289,,0.01782556,,0.01782556,,0.27006,,0.27006,,
120,0.009611242,,0.04881008,,0.04881008,,0.03576927,,0.03576927,,1E-20,,0.1700807,,0.2022724,,0.09166415,,0.03259688,,0.01374244,,0.01307415,,0.1700807,,0.2022724,,0.09166415,,0.03259688,,0.01374244,,0.246981,,0.002570383,,0.07242897,,0.07242897,,0.001590486,,0.01784295,,0.01784295,,0.2702098,,0.2702098,,
121,0.009517785,,0.04868784,,0.04868784,,0.0356691,,0.0356691,,1E-20,,0.1701631,,0.2009309,,0.09086469,,0.03250869,,0.01368931,,0.01310195,,0.1701631,,0.2009309,,0.09086469,,0.03250869,,0.01368931,,0.2460476,,0.002609235,,0.07348829,,0.07348829,,0.001590618,,0.0178735,,0.0178735,,0.2682841,,0.2682841,,
122,0.009423977,,0.0485536,,0.0485536,,0.03559065,,0.03559065,,1E-20,,0.1702425,,0.1997502,,0.09011038,,0.03242473,,0.01363837,,0.01311958,,0.1702425,,0.1997502,,0.09011038,,0.03242473,,0.01363837,,0.2451112,,0.002646282,,0.07452878,,0.07452878,,0.001590159,,0.01789855,,0.01789855,,0.2665922,,0.2665922,,
123,0.009329062,,0.04840924,,0.04840924,,0.03551938,,0.03551938,,1E-20,,0.1703328,,0.1987246,,0.08939002,,0.03233818,,0.01359101,,0.01312901,,0.1703328,,0.1987246,,0.08939002,,0.03233818,,0.01359101,,0.2441726,,0.002681665,,0.07555059,,0.07555059,,0.001589256,,0.01791839,,0.01791839,,0.2650741,,0.2650741,,
124,0.009232936,,0.04825557,,0.04825557,,0.03545465,,0.03545465,,1E-20,,0.1704444,,0.1978481,,0.08869483,,0.0322434,,0.01354815,,0.01313151,,0.1704444,,0.1978481,,0.08869483,,0.0322434,,0.01354815,,0.2432323,,0.002715602,,0.07655378,,0.07655378,,0.001587996,,0.01793333,,0.01793333,,0.2637062,,0.2637062,,
125,0.00913556,,0.0480933,,0.0480933,,0.03539582,,0.03539582,,1E-20,,0.1705838,,0.1971153,,0.08801831,,0.03213573,,0.01351012,,0.01312857,,0.1705838,,0.1971153,,0.08801831,,0.03213573,,0.01351012,,0.2422908,,0.00274833,,0.07753853,,0.07753853,,0.001586436,,0.01794368,,0.01794368,,0.2624683,,0.2624683,,
126,0.009036935,0.009143388,0.04792313,0.0961021,0.04792313,0.06724067,0.03534227,0.05285628,0.03534227,0.03569262,1E-20,1.414148E-19,0.1707547,0.005913021,0.1965209,0.3686671,0.08735589,0.09850472,0.0320114,0.3295775,0.01347668,,0.01312166,,0.1707547,,0.1965209,,0.08735589,,0.0320114,,0.01347668,,0.2413485,0.2188788,0.002779859,0.001513029,0.07850524,0.07072031,0.07850524,,0.001584617,0.001575336,0.01794976,0.04190889,0.01794976,0.02651201,0.2613433,0.8557974,0.2613433,,
127,0.008937099,,0.04774571,,0.04774571,,0.03529341,,0.03529341,,1E-20,,0.1709587,,0.1960591,,0.08670468,,0.03186762,,0.01344706,,0.01311216,,0.1709587,,0.1960591,,0.08670468,,0.03186762,,0.01344706,,0.2404058,,0.002810251,,0.07945432,,0.07945432,,0.001582583,,0.01795186,,0.01795186,,0.2603181,,0.2603181,,
128,0.008836119,,0.04756162,,0.04756162,,0.03524866,,0.03524866,,1E-20,,0.1711953,,0.195724,,0.08606315,,0.03170235,,0.01342011,,0.01310145,,0.1711953,,0.195724,,0.08606315,,0.03170235,,0.01342011,,0.2394629,,0.002839466,,0.08038621,,0.08038621,,0.001580381,,0.01795027,,0.01795027,,0.2593799,,0.2593799,,
129,0.00873408,,0.04737142,,0.04737142,,0.03520749,,0.03520749,,1E-20,,0.171463,,0.195509,,0.08543033,,0.03151486,,0.01339441,,0.01309081,,0.171463,,0.195509,,0.08543033,,0.03151486,,0.01339441,,0.23852,,0.00286732,,0.08130147,,0.08130147,,0.001578068,,0.01794522,,0.01794522,,0.2585181,,0.2585181,,
